wkt_geom,years,predicted,
"MultiPolygon (((770773.34461648785509169 1673925.77164616179652512, 770583.40180675592273474 1673911.29336610203608871, 770568.43942104396410286 1674017.23791454499587417, 770750.79521757375914603 1674014.31210946408100426, 770753.58266074117273092 1673987.06489293207414448, 770773.34461648785509169 1673925.77164616179652512)))",2021,3,
"MultiPolygon (((771747.76775587210431695 1676287.33622190612368286, 771729.98466985113918781 1676557.74308667564764619, 771805.66819478827528656 1676560.75238634156994522, 771813.36293650139123201 1676290.8304121985565871, 771750.39287368848454207 1676281.70270021422766149, 771747.76775587210431695 1676287.33622190612368286)))",2021,3,
"MultiPolygon (((772647.50357078877277672 1672877.29668199853040278, 772867.30094001709949225 1672866.44808680261485279, 772867.80149517464451492 1672820.36588475154712796, 772856.66834509023465216 1672734.67639514268375933, 772856.36295204737689346 1672731.25340903690084815, 772768.04966576606966555 1672729.10566880973055959, 772753.74858099198900163 1672748.69673852692358196, 772710.87806754058692604 1672726.91116585885174572, 772706.3880122764967382 1672803.09672335279174149, 772632.38015563227236271 1672833.13737044483423233, 772645.95938259607646614 1672861.19980944762937725, 772647.50357078877277672 1672877.29668199853040278)))",2021,2,
"MultiPolygon (((768265.14824444032274187 1681256.07480334863066673, 768265.91400309139862657 1681295.76317739696241915, 768168.7795566221466288 1681319.60937216272577643, 768165.52128886629361659 1681367.33177673793397844, 768164.30096685572061688 1681382.26414052583277225, 768160.6605874071829021 1681438.93988372734747827, 768159.57505262456834316 1681465.65679907216690481, 768357.54281365766655654 1681460.38179884478449821, 768357.93085349979810417 1681426.54495164868421853, 768360.45137543370947242 1681327.83202376356348395, 768361.01227549929171801 1681241.01824554661288857, 768265.14824444032274187 1681256.07480334863066673)))",2021,3,
"MultiPolygon (((771209.7214258168824017 1675230.78157391794957221, 771203.85138595872558653 1675155.62903744634240866, 771180.24978408473543823 1675067.36032315180636942, 771177.47865359508432448 1674995.89960636268369853, 771110.80915533052757382 1675003.39216318866237998, 771125.64485920139122754 1675231.92828302527777851, 771209.7214258168824017 1675230.78157391794957221)))",2021,3,
"MultiPolygon (((764580.93377623427659273 1682263.95658150222152472, 764523.21256642206571996 1682215.47924397280439734, 764460.05842810973990709 1682343.74339169333688915, 764414.10784681793302298 1682376.43812439404428005, 764424.25851888977922499 1682391.49828604678623378, 764393.21453932183794677 1682436.98192951735109091, 764413.24611223768442869 1682481.49139662040397525, 764471.929390172008425 1682463.66458044550381601, 764512.67778488481417298 1682425.15442710951901972, 764490.92007422784809023 1682371.65794496913440526, 764547.57196256273891777 1682305.20699961017817259, 764580.93377623427659273 1682263.95658150222152472)))",2021,2,
"MultiPolygon (((767350.2244303033221513 1682808.05917613208293915, 767245.77189941762480885 1682794.91175928246229887, 767251.40235215425491333 1682857.41715779737569392, 767254.16381093289237469 1682888.66924793086946011, 767351.30550409422721714 1682911.254607591079548, 767350.2244303033221513 1682808.05917613208293915)))",2021,3,
"MultiPolygon (((765682.28975813486613333 1669943.58470033714547753, 765769.14397660014219582 1669919.87289455649442971, 765756.48073961329646409 1669764.18442359147593379, 765708.00825173757039011 1669760.76117624202743173, 765670.23273333057295531 1669791.33515369496308267, 765682.28975813486613333 1669943.58470033714547753)))",2021,3,
"MultiPolygon (((774382.73388309951405972 1675621.17524063494056463, 774402.46686031296849251 1675739.48633196111768484, 774421.55017019994556904 1675738.1864531806204468, 774441.07268441934138536 1675736.77177487220615149, 774468.49710405757650733 1675734.51310520083643496, 774450.96929965098388493 1675641.71643121587112546, 774419.81076863349881023 1675479.90130146127194166, 774391.12432571942918003 1675325.05977841420099139, 774383.46182631596457213 1675325.48976989253424108, 774376.30589001381304115 1675356.98477999307215214, 774360.03537808428518474 1675359.98576298728585243, 774382.73388309951405972 1675621.17524063494056463)))",2021,1,
"MultiPolygon (((765486.04810020932927728 1676087.44580002315342426, 765500.19420013087801635 1676002.19480002112686634, 765267.04240013635717332 1675972.33790002530440688, 765254.41620018309913576 1676055.19460001518018544, 765486.04810020932927728 1676087.44580002315342426)))",2021,1,
"MultiPolygon (((766902.45546590629965067 1678667.55559637909755111, 766972.09199211013037711 1678682.40068285958841443, 766973.75223441421985626 1678377.27941032266244292, 766947.86663448379840702 1678359.76037124637514353, 766916.66433729731943458 1678344.42382756387814879, 766902.45546590629965067 1678667.55559637909755111)))",2021,3,
"MultiPolygon (((771898.01758433727081865 1675274.03148799994960427, 771914.49897253897506744 1675641.3152204907964915, 771938.83478069840930402 1675828.59385711676441133, 771947.39427737472578883 1675828.62426680885255337, 771970.50571433338336647 1675282.35977564379572868, 771898.01758433727081865 1675274.03148799994960427)))",2021,3,
"MultiPolygon (((767107.60960482317022979 1681132.84964526421390474, 767196.2104990208754316 1681136.11470318143256009, 767212.41574495192617178 1680972.80901927757076919, 767104.00255644728895277 1680968.31556363659910858, 767107.60960482317022979 1681132.84964526421390474)))",2021,3,
"MultiPolygon (((772938.02559474855661392 1672165.91865974641405046, 772882.061764195561409 1671964.10287661082111299, 772851.85196325997821987 1671962.86802318203262985, 772860.79513339186087251 1672166.24375028046779335, 772938.02559474855661392 1672165.91865974641405046)))",2021,1,
"MultiPolygon (((774210.41933449706993997 1684502.3511833967640996, 774177.19524872442707419 1684483.62304911017417908, 774119.19708166178315878 1684610.1704761313740164, 774154.25611165701411664 1684634.20667763403616846, 774211.57268320128787309 1684502.3646834772080183, 774210.41933449706993997 1684502.3511833967640996)))",2021,2,
"MultiPolygon (((759526.60936450213193893 1672961.08724739914759994, 759490.68673289171420038 1673078.70309503003954887, 759740.86769559339154512 1673202.45630238763988018, 759768.11495058983564377 1673140.3188755726441741, 759526.60936450213193893 1672961.08724739914759994)))",2021,1,
"MultiPolygon (((770862.90921235270798206 1674446.7909368802793324, 770865.82284670136868954 1674394.53708699159324169, 770717.70303945080377162 1674395.50064614228904247, 770706.73682400165125728 1674455.03319508559070528, 770862.90921235270798206 1674446.7909368802793324)))",2021,3,
"MultiPolygon (((768230.26501177274622023 1673984.64004931226372719, 768254.9538659896934405 1673950.93252517399378121, 768267.86081781121902168 1673912.99465846200473607, 768067.81896769511513412 1673847.28226247476413846, 768035.48712223046459258 1673928.95171916275285184, 768230.26501177274622023 1673984.64004931226372719)))",2021,1,
"MultiPolygon (((773118.42029165977146477 1672108.4403022532351315, 773161.69274575624149293 1672105.50878157583065331, 773177.31348208850249648 1671852.37350096181035042, 773134.97391619672998786 1671849.00510826357640326, 773060.17489310470409691 1671862.20078494935296476, 773118.42029165977146477 1672108.4403022532351315)))",2021,1,
"MultiPolygon (((766724.7604113114066422 1683299.57928882096894085, 766739.56996334902942181 1683112.86754884198307991, 766742.21089839108753949 1683069.72029133117757738, 766683.32054857676848769 1683067.83257685299031436, 766683.17953285644762218 1683080.23060326254926622, 766681.41457467898726463 1683216.4957583318464458, 766679.37171436240896583 1683282.67769843921996653, 766712.62008208641782403 1683289.47717378428205848, 766724.7604113114066422 1683299.57928882096894085)))",2021,3,
"MultiPolygon (((771897.15877942694351077 1676591.95395114528946579, 771864.39546675852034241 1676855.56386579014360905, 771932.63008374953642488 1676868.71955117932520807, 771961.40511896461248398 1676591.30712415557354689, 771925.74981798301450908 1676574.39037368260324001, 771897.15877942694351077 1676591.95395114528946579)))",2021,3,
"MultiPolygon (((768555.66106092894915491 1678511.16816356731578708, 768530.11334019235800952 1678686.20403453358449042, 768656.40680692950263619 1678697.0322830812074244, 768667.58803744218312204 1678583.42063085502013564, 768762.62679896177724004 1678572.33763160090893507, 768760.89359878329560161 1678489.2697823322378099, 768555.66106092894915491 1678511.16816356731578708)))",2021,3,
"MultiPolygon (((763454.87426447658799589 1680535.19352575787343085, 763504.71257910109125078 1680520.25354555970989168, 763510.6733416011556983 1680496.85027810675092041, 763531.63305252301506698 1680478.15435741422697902, 763511.0763713150518015 1680365.11197158694267273, 763495.51292794547043741 1680334.04975675279274583, 763475.82044803956523538 1680316.44764271657913923, 763421.07598403049632907 1680337.42167186737060547, 763454.87426447658799589 1680535.19352575787343085)))",2021,1,
"MultiPolygon (((764193.5087760491296649 1685121.45676191197708249, 764241.69330195116344839 1685150.22246060823090374, 764252.31017159030307084 1685129.17576062097214162, 764246.21917370427399874 1685097.26768985483795404, 764222.71384894382208586 1685043.63835574244149029, 764193.5087760491296649 1685121.45676191197708249)))",2021,2,
"MultiPolygon (((766136.89857484202366322 1679272.97038591071031988, 766141.53961417777463794 1679144.48171789408661425, 766073.4201121338410303 1679111.706423195078969, 766070.81067772535607219 1679141.17943706410005689, 766071.64068377995863557 1679229.84938852116465569, 766136.89857484202366322 1679272.97038591071031988)))",2021,2,
"MultiPolygon (((771361.83021298318635672 1683709.51892595295794308, 771398.92189039615914226 1683709.28411149675957859, 771381.99211000837385654 1683648.7485377355478704, 771378.08119803923182189 1683596.55661071510985494, 771326.67248640628531575 1683607.69722550828009844, 771361.83021298318635672 1683709.51892595295794308)))",2021,3,
"MultiPolygon (((772219.63912627450190485 1675226.13372776424512267, 772062.29744076076894999 1675218.81434354744851589, 772060.52456768997944891 1675282.99197892937809229, 772101.76537573721725494 1675292.3946314831264317, 772188.12642356497235596 1675295.05403178534470499, 772219.63912627450190485 1675226.13372776424512267)))",2021,3,
"MultiPolygon (((771398.98703454015776515 1685039.96648541069589555, 771388.15630354243330657 1685223.18484722380526364, 771490.4036817509913817 1685212.41289433906786144, 771479.57261773617938161 1685126.7046404262073338, 771555.58100910624489188 1685135.3359939584042877, 771549.63486464996822178 1685101.16681139450520277, 771600.18717127584386617 1685089.46369635337032378, 771591.50205027242191136 1685041.2019175486639142, 771398.98703454015776515 1685039.96648541069589555)))",2021,2,
"MultiPolygon (((772793.01518335076980293 1673210.54206199920736253, 772619.36085231858305633 1673212.14366847835481167, 772620.17376697296276689 1673231.79830149048939347, 772791.78252789285033941 1673228.80397380515933037, 772793.01518335076980293 1673210.54206199920736253)))",2021,3,
"MultiPolygon (((770424.04385955515317619 1680821.00557921407744288, 770487.74483044701628387 1680807.23582126409746706, 770512.19310637912712991 1680691.60015018261037767, 770451.4501379105495289 1680663.22203657310456038, 770424.04385955515317619 1680821.00557921407744288)))",2021,4,
"MultiPolygon (((770021.08421913092024624 1680206.04830245231278241, 769912.63204513385426253 1680210.46709886100143194, 769763.68321872281376272 1680194.88256208482198417, 769776.97276192251592875 1680295.89331829268485308, 769915.02555998577736318 1680294.81286994135007262, 770024.75414088147226721 1680289.09866932267323136, 770021.08421913092024624 1680206.04830245231278241)))",2021,3,
"MultiPolygon (((768263.84123294544406235 1681911.87088799523189664, 768358.15905115380883217 1681937.30610434641130269, 768382.7121659351978451 1681858.53842431190423667, 768283.19370790256652981 1681836.58648619614541531, 768263.84123294544406235 1681911.87088799523189664)))",2021,4,
"MultiPolygon (((768599.69429009058512747 1682410.26543381693772972, 768486.15661634504795074 1682420.47967723081819713, 768469.18009506561793387 1682541.73679266823455691, 768621.02044385264161974 1682566.39277821313589811, 768599.69429009058512747 1682410.26543381693772972)))",2021,1,
"MultiPolygon (((771412.50069263146724552 1682452.60784364212304354, 771505.56600945990066975 1682474.49926011613570154, 771575.34795527707319707 1682288.08840448083356023, 771544.00169286713935435 1682256.17183403857052326, 771449.28480630042031407 1682218.98267561011016369, 771402.85986711655277759 1682403.11755791516043246, 771412.50069263146724552 1682452.60784364212304354)))",2021,1,
"MultiPolygon (((770349.90889871900435537 1680835.20892423880286515, 770387.12593312421813607 1680824.45539504685439169, 770411.31026549148373306 1680657.00265776575542986, 770373.59918013960123062 1680645.27563273045234382, 770349.90889871900435537 1680835.20892423880286515)))",2021,1,
"MultiPolygon (((770990.56041695782914758 1682002.76858214708045125, 771014.81280218460597098 1682025.30227977596223354, 771093.94878059858456254 1682033.96652027661912143, 771113.2686292752623558 1681990.2361505851149559, 771263.80747131840325892 1681960.42247358220629394, 771249.52305923344101757 1681894.05007589492015541, 771241.88300551031716168 1681876.0260138378944248, 770989.87401899974793196 1681959.80351509409956634, 770990.56041695782914758 1682002.76858214708045125)))",2021,1,
